"term","courseid","num.depts","sectionid","has.disc","has.lab","enrolled","capacity","component","dept","number","title","units","time.start","time.end","building","meetings"
1550,18710,1,6250,FALSE,FALSE,18,18,"SEM","HISTORY","190S","GTWY SEMINAR: TOPICS IN HIST","1","13:25","14:40","7202","MoFr"
1550,21837,2,8975,FALSE,FALSE,35,35,"LEC","HISTORY","201","GLOBALIZATION AND HISTORY","1","15:05","16:20","7709","TuTh"
1550,19709,5,7787,FALSE,FALSE,10,30,"LEC","RELIGION","378","ISLAM IN ASIA","1","10:05","11:20","7705","TuTh"
1550,19670,3,7790,FALSE,FALSE,12,18,"SEM","HISTORY","216S","BETWEEN MOSCOW, BEIJING, DELHI","1","13:25","14:40","7753","TuTh"
1550,20445,3,3650,FALSE,FALSE,21,40,"LEC","HISTORY","244","MED CHRISTIANITY IN FILM/FICTN","1","18:30","21:00","7214","Mo"
1550,22921,1,4690,FALSE,FALSE,4,18,"SEM","HISTORY","248S","THE ROMANCE NOVEL","1","16:40","17:55","7202","MoWe"
1550,14942,4,4772,FALSE,FALSE,13,25,"LEC","JEWISHST","251","JEWISH HISTORY, 1492-PRESENT","1","10:05","11:20","7232","WeFr"
1550,18281,5,4637,FALSE,FALSE,33,35,"LEC","RELIGION","262","DANTE'S DIVINE COMEDY","1","10:05","11:20","7702","TuTh"
1550,20488,2,4692,FALSE,FALSE,12,30,"LEC","HISTORY","254","EXPANSION OF MEDIEVAL EUROPE","1","10:05","11:20","7214","TuTh"
1550,21784,2,4776,TRUE,FALSE,26,40,"LEC","MEDREN","287D","MAGIC/REL/SCI SINCE 1400","1","13:25","14:15","7749","MoWe"
1550,14941,1,4696,FALSE,FALSE,5,30,"LEC","HISTORY","267D","THE ENLIGHTENMENT","1","10:05","11:20","7705","TuTh"
1550,22580,2,8978,FALSE,FALSE,35,35,"LEC","HISTORY","272","GENOCIDE AND HUMAN RIGHTS","1","10:05","11:20","7758","MoWe"
1550,10077,2,4612,FALSE,FALSE,12,18,"SEM","SPANISH","431S","SPANISH CIVIL WAR","1","11:45","13:00","7704","MoWe"
1550,21600,4,9875,FALSE,FALSE,28,30,"LEC","JEWISHST","342","THE HOLOCAUST","1","11:45","13:00","7702","WeFr"
1550,23215,1,4697,FALSE,FALSE,21,30,"LEC","HISTORY","299","WOMEN AND POPULAR CULTURE","1","10:05","11:20","7224","WeFr"
1550,5350,2,4703,FALSE,FALSE,6,35,"LEC","HISTORY","329","LATIN AM. SINCE INDEPENDENCE","1","10:05","11:20","7261","ThFr"
1550,23966,1,9777,FALSE,FALSE,3,18,"SEM","HISTORY","332S","SOCIAL THEORY FOR HISTORIANS","1","16:55","19:25","7214","Th"
1550,21816,2,4706,FALSE,FALSE,31,30,"LEC","HISTORY","352","IMMIGRANT DREAMS/US REALITIES","1","15:05","16:20","7725","TuTh"
1550,21817,1,4707,FALSE,FALSE,7,35,"LEC","HISTORY","363","CAPITALISM IN THE U.S.","1","13:25","14:40","7705","WeFr"
1550,8122,2,7112,FALSE,FALSE,15,25,"LEC","HISTORY","376","U S FOR POL II:VIET-PRES","1","16:40","17:55","7765","TuTh"
1550,23868,2,8994,FALSE,FALSE,9,15,"SEM","HISTORY","389S","FAMILY RIGHTS/HUMAN RIGHTS","1","15:05","17:05","7704","Tu"
1550,5147,1,8350,FALSE,FALSE,10,30,"LEC","HISTORY","390","TOPICS IN HISTORY LECTURE","1","16:40","17:55","7206","MoWe"
1550,5160,1,8983,FALSE,FALSE,5,15,"SEM","HISTORY","390S","TOPICS IN HISTORY SEMINAR","1","12:00","14:30","7224","We"
1550,20069,1,4740,FALSE,FALSE,5,15,"SEM","HISTORY","461S","CAP SEM: CLOTHING/U S HISTORY","1","13:25","15:55","7235","We"
1550,20072,2,4741,FALSE,FALSE,10,15,"SEM","HISTORY","463S","CAP SEM: MEDIEVAL COMMUNITIES","1","11:45","13:00","7709","WeFr"
1550,20033,1,4742,FALSE,FALSE,15,18,"SEM","HISTORY","470S","CAP SEM: LEADERSHP IN AMER HST","1","15:05","16:20","7709","TuTh"
1550,23918,1,8996,FALSE,FALSE,3,15,"SEM","HISTORY","479S","CAPSEM: RUSSIA & CAPITALISM","1","15:05","17:35","7202","Tu"
1550,23984,1,9920,FALSE,FALSE,46,45,"LEC","HISTORY","490","SPECIAL TOPICS IN HISTORY","1","13:25","14:40","7710","MoWe"
1550,5386,1,4745,FALSE,FALSE,7,15,"SEM","HISTORY","496S","SENIOR THESIS SEMINAR","1","15:05","17:35","7214","We"
1550,5020,1,9853,FALSE,FALSE,47,48,"LEC","HOUSECS","59","HOUSE COURSE (SP TOP)","0.5","19:00","21:00","7776","We"
1550,5026,3,2284,FALSE,FALSE,23,35,"LEC","PSY","235","HUMAN DEVELOPMENT","1","10:05","11:20","7705","MoWe"
1550,5027,3,2286,FALSE,FALSE,36,36,"LEC","PSY","236","PSYCHO ASPECTS HUMAN DEV","1","10:05","11:20","7705","TuTh"
1550,5029,1,2282,FALSE,FALSE,4,15,"SEM","HUMANDEV","450S","CAPSTONE SEMINAR HUMAN DEVELOP","1","15:05","17:35","7709","We"
1550,23965,2,9967,FALSE,FALSE,18,18,"LEC","ISIS","250","BUILDING GLOBAL AUDIENCES","1","10:05","11:20","7261","TuTh"
1550,23290,1,3286,FALSE,FALSE,53,50,"LEC","I&E","281","TECHNOLOGY COMMERCIALIZATION","1","16:55","19:25","7706","Mo"
1550,22999,1,3287,FALSE,FALSE,16,25,"LEC","I&E","290","SPECIAL TOPICS","1","15:05","16:20","7765","TuTh"
1550,22944,2,10189,FALSE,FALSE,2,18,"LEC","MMS","395","NEW VENTURES 2","1","8:30","9:45","7709","WeFr"
1550,23739,1,3290,FALSE,FALSE,13,24,"LEC","I&E","499","ENTREPRENEURSHIP CAPSTONE","1","15:05","17:35","SEE INSTR","Tu"
1550,21573,1,6299,FALSE,FALSE,10,18,"SEM","ICS","190S","SPECIAL TOPICS IN ICS","1","13:25","14:40","7202","WeFr"
1550,23845,3,8311,TRUE,FALSE,19,60,"LEC","PUBPOL","233D","INTERNATIONAL PROGRESS","1","12:00","12:50","7758","MoWe"
1550,2843,1,8351,FALSE,FALSE,10,30,"LEC","ICS","290","SELECTED TOPICS","1","16:40","17:55","7206","MoWe"
1550,16463,1,9491,FALSE,FALSE,16,18,"SEM","ICS","290S","SPECIAL TOPICS IN ICS","1","13:25","14:40","7224","MoWe"
1550,23915,2,9058,FALSE,FALSE,16,18,"SEM","POLSCI","315S","POL ECON OF FINANCIAL CRISES","1","16:40","19:10","7709","We"
1550,23226,1,3779,FALSE,FALSE,2,16,"SEM","ICS","314S","DOING GLOBAL RESEARCH","1","15:05","17:35","7206","Mo"
1550,22212,2,7356,FALSE,FALSE,18,18,"SEM","POLSCI","329S","POLITICS IN VIOLENCE: GENOCIDE","1","11:45","13:00","7201","WeFr"
1550,18225,4,7781,FALSE,FALSE,22,38,"LEC","WOMENST","260","THE ACTRESS","1","15:05","16:20","7705","TuTh"
1550,18714,1,3781,FALSE,FALSE,13,15,"SEM","ICS","489S","CAPSTONE: GLOBAL STUDIES","1","10:05","11:20","7709","TuTh"
1550,18027,1,3783,FALSE,FALSE,9,10,"SEM","ICS","496S","SENIOR HONORS SEMINAR","1","18:15","20:45","7201","Th"
1550,18304,2,5148,FALSE,FALSE,16,18,"SEM","VMS","346S","VISUAL CULTURES OF MEDICINE","1","10:05","11:20","7261","TuTh"
1550,23342,1,10164,FALSE,FALSE,3,18,"LEC","ISIS","290","SPECIAL TOPICS","1","11:45","13:00","7261","TuTh"
1550,5716,1,4516,FALSE,FALSE,8,18,"LEC","ITALIAN","101","ELEMENTARY ITALIAN 1","1","15:05","16:20","7753","TuThMoFr"
1550,5718,1,10128,FALSE,FALSE,14,15,"LEC","ITALIAN","102","ELEMENTARY ITALIAN 2","1","11:45","12:45","7202","MoFrTuTh"
1550,5722,1,4524,FALSE,FALSE,7,15,"LEC","ITALIAN","112","ACCELERATED ELEMENTARY ITALIAN","1","11:45","13:00","7710","TuThMoFr"
1550,5725,1,10703,FALSE,FALSE,2,1,"LEC","ITALIAN","203","INTERMEDIATE ITALIAN","1",NA,NA,NA,NA
1550,5727,1,4532,FALSE,FALSE,11,15,"LEC","ITALIAN","204","ADV INTERMEDIATE ITALIAN","1","13:40","14:40","7705","MoWeFr"
1550,5729,1,4533,FALSE,FALSE,4,12,"LEC","ITALIAN","301","INTRO TO ITALIAN CULTURE","1","13:25","14:40","7705","MoWe"
1550,15889,2,4534,FALSE,FALSE,10,16,"SEM","ITALIAN","303S","ITALIAN SOCIOLINGUISTICS","1","11:45","13:00","7705","TuTh"
1550,5789,1,5927,TRUE,FALSE,19,20,"LEC","JPN","102","ELEMENTARY JAPANESE","1","11:45","13:00","7512","MoWe"
1550,5796,1,5931,FALSE,FALSE,8,18,"LEC","JPN","204","INTERMEDIATE JAPANESE","1","12:00","13:15","7512","MoWeFr"
1550,5801,1,5932,FALSE,FALSE,7,18,"LEC","JPN","306","ADVANCED JAPANESE","1","11:45","13:00","7512","TuTh"
1550,5808,1,5934,FALSE,FALSE,3,18,"SEM","JPN","407S","ISSUES IN JAPANESE LANG/SOC I","1","15:05","16:20","7512","TuTh"
1550,23886,1,8337,FALSE,FALSE,1,18,"LEC","KICHE","102","ELEMENTARY K'ICHE' MAYA II","1","16:00","17:15","7704","TuTh"
1550,5821,1,5935,TRUE,FALSE,17,18,"LEC","KOREAN","102","ELEMENTARY KOREAN","1","15:05","16:20","7512","MoWe"
1550,5824,1,5937,TRUE,FALSE,10,18,"LEC","KOREAN","204","INTERMEDIATE KOREAN","1","13:25","14:40","7512","MoWe"
1550,5827,1,5939,FALSE,FALSE,2,18,"SEM","KOREAN","306S","ADVANCED KOREAN","1","15:05","16:20","7512","TuThWe"
1550,21537,1,5941,FALSE,FALSE,3,18,"SEM","KOREAN","455S","KOREAN POLITICS AND SOCIETY","1","15:05","16:20","7512","TuTh"
1550,23299,1,9651,FALSE,FALSE,14,18,"SEM","LATAMER","89S","FIRST YEAR SEMINAR (TOP)","1","15:05","16:20","7236","TuTh"
1550,19114,1,3471,FALSE,FALSE,23,32,"LEC","LATAMER","390","SP TOP IN LATIN AMER STUDIES","1","15:05","16:20","7753","TuTh"
1550,19008,1,6043,FALSE,FALSE,18,18,"SEM","LATAMER","390S","SP TOP IN LATIN AMER CULTURE","1","10:05","11:20","7214","MoWe"
1550,5833,1,4838,FALSE,FALSE,5,18,"LEC","LATIN","102","ELEMENTARY LATIN","1","15:20","16:10","7710","MoWeFr"
1550,5836,1,4839,FALSE,FALSE,2,18,"LEC","LATIN","203","INTERMEDIATE LATIN","1","15:20","16:10","7795","MoWeFr"
1550,13079,1,4840,FALSE,FALSE,4,18,"LEC","LATIN","204","ADV INTERMEDIATE LATIN","1","16:55","17:45","7704","MoWeFr"
1550,23441,1,4841,FALSE,FALSE,16,18,"SEM","LATIN","302S","THE CATILINARIAN CONSPIRACY","1","10:05","11:20","7753","MoWe"
1550,8824,2,9030,FALSE,FALSE,17,25,"LEC","LINGUIST","207","PSYCHOLOGY OF LANGUAGE","1","13:25","14:40","7709","WeFr"
1550,7713,3,3517,FALSE,FALSE,33,35,"LEC","LINGUIST","208","PHILOSOPHY OF MIND","1","11:45","14:15","7214","We"
1550,7704,2,3490,FALSE,FALSE,8,15,"LEC","PHIL","250","SYMBOLIC LOGIC","1","10:05","11:20","7202","WeFr"
1550,13025,2,4595,FALSE,FALSE,12,15,"LEC","SPANISH","302","ADVANCED SPANISH GRAMMAR","1","15:05","16:20","7214","TuTh"
1550,23933,2,9121,FALSE,FALSE,11,15,"SEM","SPANISH","309S","SPANISH IN THE U.S.","1","10:05","11:20","7704","TuTh"
1550,23148,1,6036,FALSE,FALSE,5,15,"SEM","LINGUIST","390S","SP TOPICS IN LINGUISTICS","1","16:40","19:10","7213","Mo"
1550,6290,1,7313,FALSE,FALSE,7,18,"SEM","LINGUIST","450S","JR/SR SEMINAR LINGUISTICS","1","10:05","11:20","7705","TuTh"
1550,20518,4,7323,FALSE,FALSE,11,17,"SEM","SES","484S","LANGUAGE AND POLITICS","1","13:25","14:40","7705","TuTh"
1550,6298,1,9713,FALSE,FALSE,18,18,"SEM","LIT","89S","FIRST-YEAR SEMINAR (TOP)","1","10:05","11:20","7706","TuTh"
1550,12974,1,9886,FALSE,FALSE,15,16,"SEM","LIT","190S","SP TOPICS:INTRO TO LITERATURE","1","8:30","9:45","7716","TuTh"
1550,21319,2,10092,FALSE,FALSE,9,40,"LEC","RELIGION","281","BEAT GENERATION SPIRITUALITY","1","18:30","21:00","7710","Tu"
1550,6359,1,9695,FALSE,FALSE,18,18,"SEM","LIT","290S-1","INTERNATL LIT/CULTURE (TOP)","1","10:05","11:20","7704","MoWe"
1550,20520,1,9476,FALSE,FALSE,22,25,"LEC","LIT","390","SPECIAL TOPICS IN LITERATURE","1","11:45","13:00","7224","TuTh"
1550,2439,1,6038,FALSE,FALSE,5,15,"SEM","LIT","390S","SPECIAL TOPICS IN LITERATURE","1","16:40","19:10","7213","Mo"
1550,6329,1,6239,FALSE,FALSE,15,15,"SEM","LIT","390S-4","SP TOP IN FILM","1","13:25","14:40","7213","MoWe"
1550,19583,1,9488,FALSE,FALSE,11,18,"SEM","LSGS","290S","SP TOPICS IN LATINO/A STUDIES","1","13:25","14:40","7224","TuTh"
1550,6875,1,4415,FALSE,FALSE,15,15,"SEM","MATH","89S","FIRST-YEAR SEMINAR (TOP)","1","15:05","16:20","7749","MoWe"
1550,6859,1,4237,FALSE,TRUE,11,25,"LEC","MATH","105L","LAB CALC/FUNCTIONS I","1","8:45","9:35","7214","MoWeFr"
1550,6860,1,4241,FALSE,TRUE,19,25,"LEC","MATH","106L","LAB CALC/FUNCTIONS II","1","15:20","16:10","7214","MoWeFr"
1550,6863,1,4247,FALSE,TRUE,22,25,"LEC","MATH","111L","LABORATORY CALCULUS I","1","15:20","16:10","7214","MoWeFr"
1550,6868,1,4258,FALSE,TRUE,11,25,"LEC","MATH","112L","LABORATORY CALCULUS II","1","10:20","11:10","7214","MoWeFr"
1550,20827,1,9438,FALSE,FALSE,3,15,"SEM","MATH","168S","MATH IN GENETICS AND GENOMICS","1","15:05","16:20","7776","TuTh"
1550,21094,1,4268,FALSE,FALSE,36,40,"LEC","MATH","181","MATH EVERYWHERE","1","13:25","14:40","7765","MoWe"
1550,23277,1,3032,FALSE,FALSE,20,20,"LEC","MATH","190","SPECIAL TOPICS IN MATH","1","10:05","11:20","7738","TuTh"
1550,17601,1,4273,FALSE,FALSE,23,35,"LEC","MATH","202","MULTIVAR CALCULUS FOR ECON","1","8:30","9:45","7749","TuTh"
1550,6881,1,4279,FALSE,FALSE,26,25,"LEC","MATH","212","MULTIVARIABLE CALCULUS","1","16:40","17:55","7749","TuTh"
1550,15767,1,4281,FALSE,FALSE,106,112,"LEC","MATH","216","LINEAR ALGEBRA & DIFF EQUATION","1","15:20","16:10","7738","MoWeFr"
1550,6885,1,4292,FALSE,FALSE,24,25,"LEC","MATH","221","LINEAR ALGEBRA & APPLICA","1","15:05","16:20","7749","TuTh"
1550,18121,1,4294,FALSE,FALSE,4,30,"LEC","MATH","222","ADV MULTIVARIABLE CALCULUS","1","15:05","16:20","7765","TuTh"
1550,6905,2,4298,FALSE,FALSE,31,30,"LEC","MATH","230","PROBABILITY","1","8:45","9:35","7749","MoWeFr"
1550,23734,1,9682,FALSE,FALSE,31,25,"LEC","MATH","290","SPECIAL TOPICS IN MATH","1","16:40","17:55","7704","TuTh"
1550,23874,1,8293,FALSE,FALSE,44,45,"LEC","MATH","304","INTRODUCTION TO CRYPTOGRAPHY","1","10:05","11:20","7710","WeFr"
1550,6901,1,4299,FALSE,FALSE,18,15,"SEM","MATH","305S","NUMBER THEORY","1","15:05","16:20","7749","MoWe"
1550,10181,2,2188,TRUE,FALSE,50,50,"LEC","STA","250D","STATISTICS","1","10:05","11:20","7706","MoWe"
1550,15779,1,4303,FALSE,FALSE,29,28,"LEC","MATH","353","ORD AND PRTL DIFF EQUATIONS","1","8:30","9:45","7749","TuTh"
1550,6902,1,4304,FALSE,FALSE,26,28,"LEC","MATH","356","ELEM DIFFERENTIAL EQUAT","1","13:25","14:40","7749","TuTh"
1550,6917,1,4305,FALSE,FALSE,11,15,"SEM","MATH","361S","MATH NUMERICAL ANALYSIS","1","15:05","16:20","7765","TuTh"
1550,6896,1,4324,FALSE,FALSE,29,40,"LEC","MATH","401","INTRO ABSTRACT ALGEBRA","1","11:45","13:00","7710","TuTh"
1550,21375,1,4325,FALSE,FALSE,27,24,"LEC","MATH","412","TOPOLOGY WITH APPLICATIONS","1","8:30","9:45","7710","TuTh"
1550,6935,1,4326,FALSE,FALSE,21,30,"LEC","MATH","421","DIFFERENTIAL GEOMETRY","1","13:25","14:40","7749","MoWe"
1550,6910,1,4328,FALSE,FALSE,12,28,"LEC","MATH","431","ADVANCED CALCULUS I","1","15:05","16:20","7709","TuTh"
1550,6904,1,4329,FALSE,FALSE,16,30,"LEC","MATH","453","INTRO PARTIAL DIFF EQUA","1","10:05","11:20","7749","TuTh"
1550,13024,1,7521,FALSE,TRUE,36,36,"LEC","ME","221L","STRUC/PROP OF SOLIDS","1","10:05","11:20","7747","TuTh"
1550,18846,1,7528,FALSE,FALSE,64,70,"LEC","ME","321L","ME ANALYSIS FOR DESIGN","1","11:45","13:00","7735","TuTh"
1550,6514,1,7531,FALSE,TRUE,33,36,"LEC","ME","331L","THERMODYNAMICS","1","12:00","12:50","7747","MoWeFr"
1550,6524,1,7533,FALSE,TRUE,47,60,"LEC","ME","336L","FLUID MECHANICS","1","10:20","11:10","7747","MoWeFr"
1550,6522,1,7535,FALSE,TRUE,33,40,"LEC","ME","344L","CONTROL SYSTEMS","1","13:25","14:40","7766","TuTh"
1550,6519,1,9091,FALSE,FALSE,10,10,"LEC","ME","415L","FAILURE ANALY/PREVENTION","1","15:05","16:20","7747","TuTh"
1550,6534,1,7559,FALSE,TRUE,70,80,"LEC","ME","424L","MECHANICAL SYSTEMS DES","1","10:05","11:20","7735","TuTh"
1550,6537,1,7562,FALSE,FALSE,20,20,"LEC","ME","438","CONSTRUCTAL THEORY AND DESIGN","1","11:45","13:00","7747","MoWe"
1550,20364,1,7563,FALSE,FALSE,21,30,"LEC","ME","472","AIRCRAFT PERFORMANCE","1","15:05","16:20","7747","TuTh"
1550,6535,1,7568,FALSE,FALSE,0,10,"LEC","ME","490","SPECIAL TOPICS","0.5 - 1","8:45","9:35",NA,"MoTuWeThFr"
1550,23973,1,10431,FALSE,FALSE,2,18,"SEM","MEDREN","190S","SP TOPICS MEDIEVAL RENAISSANCE","1","19:30","22:00","7261","We"
1550,6612,1,4463,FALSE,FALSE,16,15,"SEM","MEDREN","390S","SEM MED/RENAISS ST (TOP)","1","15:05","16:20","7753","MoWe"
1550,6844,1,6454,FALSE,FALSE,5,18,"LEC","MILITSCI","150","INTRO TO TACTICAL LEADERSHIP","0.5","11:45","13:00","7202","Th"
1550,6847,1,6455,FALSE,FALSE,5,25,"LEC","MILITSCI","250","FOUNDATION TACTICAL LEADERSHIP","1","8:30","9:45","7202","TuTh"
1550,6851,1,6458,FALSE,FALSE,3,25,"LEC","MILITSCI","350","TACTICS/TECHNIQUES/PROCEDURES","1","13:25","14:40","7202","TuTh"
1550,6854,1,6459,FALSE,FALSE,7,16,"SEM","MILITSCI","450S","MISSION CMD & THE CO.GRD OFF","1","10:05","11:20","7202","TuTh"
1550,6792,1,7794,FALSE,FALSE,39,36,"LEC","MMS","210","MANAGERIAL EFFECTIVENESS","1","18:15","20:45","7704","Mo"
1550,6793,1,7795,FALSE,FALSE,18,18,"LEC","MMS","220","MARKETING MANAGEMENT","1","13:25","15:55","7765","Tu"
1550,22995,1,7797,FALSE,FALSE,64,50,"LEC","MMS","275","BUSINESS OF SPORT","1","18:15","20:45","7709","Th"
1550,23515,1,7798,FALSE,FALSE,57,55,"LEC","MMS","305","THE GENERATIVE WAY","1","18:15","20:45","7709","Mo"
1550,23925,1,9786,FALSE,FALSE,20,18,"SEM","MMS","390S","SP TOPICS IN MMS","1","10:05","11:20","7758","TuTh"
1550,6794,1,7802,FALSE,FALSE,36,32,"LEC","MMS","450","MARKETS/MGMNT CAPSTONE","1","18:30","21:00","7704","Tu"
1550,6800,1,9041,FALSE,FALSE,16,18,"SEM","MMS","490S","SPECIAL TOPICS","1","16:40","19:10","7765","Tu"
1550,7019,1,4169,FALSE,FALSE,15,16,"SEM","MUSIC","89S","FIRST-YEAR SEMINAR (TOP)","1","12:00","14:30","7232","Mo"
1550,21427,1,4024,FALSE,FALSE,45,45,"LEC","MUSIC","143","HISTORY OF ROCK","1","13:25","14:40","7232","MoWe"
1550,20601,1,4025,FALSE,FALSE,22,25,"LEC","MUSIC","145","HIP-HOP/RAP MUSIC APPRECIATION","1","12:00","14:30","7232","We"
1550,18776,1,4026,FALSE,FALSE,14,25,"LEC","MUSIC","161","INTRO TO MUSIC THEORY (ADV)","1","15:05","16:20","7232","TuTh"
1550,18780,1,4027,FALSE,FALSE,9,25,"LEC","MUSIC","161-1","INTRO TO MUSIC THEORY (BEG)","1","8:30","9:45","7232","WeFr"
1550,7035,1,4028,FALSE,FALSE,8,10,"LEC","MUSIC","172","JAZZ COMBO/IMPROVISATION II","0.5","13:25","15:40","7232","Fr"
1550,7021,1,4029,FALSE,FALSE,10,18,"LEC","MUSIC","176","SONGWRITER'S VOCABULARY","1","16:40","17:55","7232","MoWe"
1550,7016,1,4030,FALSE,FALSE,19,18,"SEM","MUSIC","190S","SPECIAL TOPICS IN MUSIC","1","16:40","17:55","7232","TuTh"
1550,3074,2,5015,FALSE,FALSE,20,20,"LEC","THEATRST","210","AMERICAN MUSICALS","1","15:05","17:35","7716","We"
1550,7111,1,4082,FALSE,FALSE,3,18,"LEC","MUSIC","253","BEETHOVEN AND HIS TIME","1","10:05","11:20","7232","TuTh"
1550,7123,1,4083,FALSE,FALSE,11,18,"SEM","MUSIC","256S","MUSIC HISTORY II","1","8:30","9:45","7232","WeFr"
1550,7122,1,4084,FALSE,FALSE,16,17,"LEC","MUSIC","257","MUSIC HISTORY III","1","15:05","16:20","7232","TuTh"
1550,7027,1,4085,FALSE,TRUE,17,19,"LEC","MUSIC","261","THEOR/PRAC TONAL MUS I","1","15:05","16:20","7232","MoWe"
1550,23844,2,7142,FALSE,FALSE,36,40,"LEC","NEUROSCI","289","MUSIC AND THE BRAIN","1","16:40","19:10","7232","Th"
1550,22432,1,9696,FALSE,FALSE,18,18,"SEM","MUSIC","290S","SPECIAL TOPICS IN MUSIC","1","10:05","11:20","7704","MoWe"
1550,12764,1,9629,FALSE,FALSE,7,18,"SEM","MUSIC","290S-1","SP TOP MUSIC HISTORY","1","10:05","12:15","7232","Fr"
1550,7075,1,4093,FALSE,TRUE,10,20,"LEC","MUSIC","361","THEOR/PRAC TONAL MUS II","1","10:05","11:20","7232","MoWe"
1550,7079,1,4129,FALSE,FALSE,5,18,"SEM","MUSIC","463S","THEO/PRAC POST-TONAL MUS","1","10:05","11:20","7232","WeFr"
1550,7258,1,9684,FALSE,FALSE,8,20,"LEC","NAVALSCI","111","SEAPOWER & MARITIME AFF","1","8:30","9:45","7512","MoWe"
1550,7274,1,9686,FALSE,FALSE,3,10,"SEM","NAVALSCI","215S","AMPHIBIOUS WARFARE","1","13:25","14:40","7512","Tu"
1550,11632,1,9687,FALSE,FALSE,10,20,"LEC","NAVALSCI","223","LEADERSHIP AND MANAGEMENT","1","11:45","13:00","7512","TuTh"
1550,7261,1,9688,FALSE,FALSE,5,20,"LEC","NAVALSCI","231","NAVAL TACTICAL SYSTEMS","1","8:30","9:45","7512","MoWe"
1550,7265,1,9691,FALSE,FALSE,7,15,"SEM","NAVALSCI","453","NAVAL OPERATIONS","1","8:30","9:45","7512","TuTh"
1550,8767,2,4985,TRUE,FALSE,139,140,"LEC","NEUROSCI","101","BIO BASES OF BEHAVIOR","1","13:25","14:40","7710","TuTh"
1550,8794,2,4992,TRUE,FALSE,79,80,"LEC","NEUROSCI","212","INTRO COGNITIVE NEUROSCI","1","10:05","11:20","7709","TuTh"
1550,21824,2,4902,FALSE,FALSE,23,20,"LEC","PSY","282","NEUROSCIENCE OF MOVEMENT","1","11:45","13:00","7765","TuTh"
1550,22041,1,9790,FALSE,FALSE,16,30,"LEC","NEUROSCI","290","SPECIAL TOPICS IN NEUROSCIENCE","1","15:05","16:20","7776","TuThMo"
1550,21050,1,3036,FALSE,FALSE,43,49,"LEC","NEUROSCI","322","FROM NEURONS TO BRAIN","1","15:05","16:20","7709","TuTh"
1550,23875,2,8125,FALSE,FALSE,15,15,"SEM","NEUROSCI","351S","NEUROPLASTICITY AND EXPERTISE","1","15:05","16:20","7753","MoWe"
1550,7789,3,3626,FALSE,FALSE,54,50,"LEC","PSY","274","DRUGS BRAIN AND BEHAVIOR","1","10:05","11:20","7513","TuTh"
1550,20499,2,2524,FALSE,FALSE,34,36,"LEC","NEUROSCI","376","CONTEMPORARY NEUROSCI METHODS","1","11:45","13:00","7704","TuTh"
1550,18436,2,9031,FALSE,TRUE,8,16,"LEC","PSY","303L","FUNCTIONAL NEUROIMAGING","1","10:05","11:20","7704","Tu"
1550,14982,2,9647,FALSE,FALSE,10,16,"SEM","PSY","470S","COGNVE NEUROSCIENCE OF MEMORY","1","13:25","14:40","7776","TuTh"
1550,8845,3,5005,FALSE,FALSE,18,18,"SEM","PHARM","471S","REWARD AND ADDICTION","1","10:05","11:20","7709","WeFr"
1550,22544,2,2844,FALSE,FALSE,8,16,"LEC","NEUROSCI","499","CURRENT RESEARCH IN NEUROSCI","1","16:40","17:55","7540","TuTh"
1550,12571,1,5942,FALSE,FALSE,5,15,"LEC","PERSIAN","102","ELEMENTARY PERSIAN","1","16:40","17:55","7705","MoWeTuTh"
1550,23288,1,5943,FALSE,FALSE,1,10,"LEC","PERSIAN","305","ADVANCED PERSIAN","1","15:05","16:20","7510","WeTuTh"
1550,20065,1,3526,FALSE,FALSE,18,18,"SEM","PHARM","370S","PHARMACOGENOMICS","1","15:05","16:20","7776","MoWe"
1550,7692,1,3479,FALSE,FALSE,39,45,"LEC","PHIL","101","INTRODUCTION TO PHILOSOPHY","1","10:05","11:20","7202","TuTh"
1550,7694,1,3483,FALSE,FALSE,12,12,"SEM","PHIL","103S","INTRO TO PHILOSOPHY","1","15:05","16:20","7753","TuTh"
1550,7696,1,3485,FALSE,FALSE,17,15,"LEC","PHIL","150","LOGIC","1","16:40","17:55","7710","MoWe"
1550,21959,1,9006,TRUE,FALSE,17,35,"LEC","PHIL","163D","ETHICS FOR ROBERTSON SCHOLARS","1","16:55","19:35","7709","We"
1550,7702,1,3486,FALSE,FALSE,44,45,"LEC","PHIL","201","HST MODERN PHILOSOPHY","1","10:05","11:20","7202","TuTh"
1550,7703,2,3487,FALSE,FALSE,28,30,"LEC","PHIL","202","AESTHETICS: PHIL OF ART","1","13:25","14:40","7202","WeFr"
1550,7719,1,3489,FALSE,FALSE,27,50,"LEC","PHIL","218","ISSUES IN MEDICAL ETHICS","1","16:40","17:55","7202","MoWe"
1550,14329,1,3491,FALSE,FALSE,32,35,"LEC","PHIL","263","CHINESE PHILOSOPHY","1","15:05","16:20","7202","MoWe"
1550,7583,1,6398,FALSE,FALSE,17,15,"SEM","PHYSEDU","89S","FIRST-YEAR SEMINAR (TOP)","1","10:05","11:20","7226","WeFr"
1550,15497,1,6392,FALSE,FALSE,20,20,"LEC","PHYSEDU","204","WOMEN'S HEALTH ISSUES","1","15:05","17:35","7777","Th"
1550,22717,1,6393,FALSE,FALSE,29,20,"LEC","PHYSEDU","206","EXERCISE PHYSIOLOGY","1","11:45","13:00","7777","TuTh"
